row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_climate_pa_pushed_cells,bd_climate_pa_total_cells,bd_climate_pa_push_ratio,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_dirty_reason,bd_dynamic_visual_atlas_dirty_noop,bd_dynamic_visual_atlas_dirty_mask_available,bd_dynamic_visual_atlas_dirty_source,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_cpp_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
50,1388,89351,true,61,41,41.715,0.018,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.396,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.195,0.643,0.654,28.361,0,0.093,30,2400,false,done,1,1,1,full,0,0,1,0.3577,0.1175,0.214,0.0262,0,0.1175,0.1175,0.214,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.36,12,false,false,false,0,0,0,0.33,0.017,0,0.003,0.009,0.379,0.02,cover,skipped_no_dirty,1.184,0,0,1.139,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.298,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.492,0.032,3.11,0.333,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.081,0.784,3.997,0.265,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.491,3.283,3.845,0.338,2400,0,1,0,0,0,0.029,0.018,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
51,1389,89364,true,61,2,2.004,0.008,0.001,season_refresh,stage_6_mangrove,cursor_0,stage,1.567,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.195,0.643,0.654,28.361,0,0.093,30,2400,false,done,1,1,1,full,0,0,1,0.3577,0.1175,0.214,0.0262,0,0.1175,0.1175,0.214,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.36,12,false,false,false,0,0,0,0.33,0.017,0,0.003,0.009,0.379,0.02,cover,skipped_no_dirty,1.184,0,0,1.139,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.298,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.492,0.032,3.11,0.333,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.081,0.784,3.997,0.265,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.491,3.283,3.845,0.338,2400,0,1,0,0,0,0.029,0.018,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
52,1390,89450,false,61,43,41.56,1.004,0.235,refresh_climate_daily,sea_ice,cursor_4,data_core,27.934,48.882,66.63,0,1.722,1,,0,0,policy_gated,0,0,policy_gated,29.848,6,,1.369,3,,8.139,1,,0.214,0.773,0.64,27.896,0,0.089,30,2400,false,done,1,1,1,full,0,0,1,0.3551,0.1175,0.211,0.0266,0,0.1175,0.1175,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.304,12,false,false,false,0,0,0,0.327,0.017,0,0.003,0.009,0.377,0.021,cover,skipped_no_dirty,1.184,0,0,1.139,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.055,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.564,0.028,3.06,0.462,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.426,0.847,2.557,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
53,1391,89477,true,61,2,2.293,0.013,0,season_refresh,stage_8_swamp,cursor_0,stage,1.852,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.214,0.773,0.64,27.896,0,0.089,30,2400,false,done,1,1,1,full,0,0,1,0.3551,0.1175,0.211,0.0266,0,0.1175,0.1175,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.304,12,false,false,false,0,0,0,0.327,0.017,0,0.003,0.009,0.377,0.021,cover,skipped_no_dirty,1.184,0,0,1.139,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.055,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.564,0.028,3.06,0.462,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.426,0.847,2.557,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
54,1392,89564,true,61,54,54.002,0.016,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.077,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.203,0.726,0.654,29.039,0,0.096,31,2400,false,done,1,1,1,full,0,0,1,0.3551,0.1175,0.211,0.0266,0,0.1175,0.1175,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.304,12,false,false,false,0,0,0,0.327,0.017,0,0.003,0.009,0.377,0.021,cover,cached_full_update,8.643,670,154006,7.278,0.006,1.322,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.107,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.564,0.028,3.06,0.462,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.34,0.847,4.064,0.39,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.043,3.737,3.985,0.291,2400,0,1,0,0,0,0.029,0.018,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
55,1393,89590,true,61,0,0.459,0.006,0,season_refresh,stage_10_atlas_queue,cursor_0,stage,0.029,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.203,0.726,0.654,29.039,0,0.096,31,2400,false,done,1,1,1,full,0,0,1,0.3551,0.1175,0.211,0.0266,0,0.1175,0.1175,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.304,12,false,false,false,0,0,0,0.327,0.017,0,0.003,0.009,0.377,0.021,cover,cached_full_update,8.643,670,154006,7.278,0.006,1.322,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.107,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.564,0.028,3.06,0.462,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.34,0.847,4.064,0.39,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.043,3.737,3.985,0.291,2400,0,1,0,0,0,0.029,0.018,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
56,1394,89668,true,61,52,52.543,0.016,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.591,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.197,0.693,0.677,29.551,0,0.096,31,2400,false,done,1,1,1,full,0,0,1,0.3551,0.1175,0.211,0.0266,0,0.1175,0.1175,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.304,12,false,false,false,0,0,0,0.327,0.017,0,0.003,0.009,0.377,0.021,biome,cached_full_update,11.773,890,204756,10.469,0.005,1.265,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.509,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.717,0.033,3.293,0.376,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.67,0.85,2.797,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
57,1395,89680,true,61,0,0.419,0.006,0,,,,,0,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.197,0.693,0.677,29.551,0,0.096,31,2400,false,done,1,1,1,full,0,0,1,0.3551,0.1175,0.211,0.0266,0,0.1175,0.1175,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.304,12,false,false,false,0,0,0,0.327,0.017,0,0.003,0.009,0.377,0.021,biome,cached_full_update,11.773,890,204756,10.469,0.005,1.265,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.509,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.717,0.033,3.293,0.376,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.67,0.85,2.797,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
58,1396,89759,true,61,42,41.829,0.014,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.915,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.198,0.753,0.701,28.878,0,0.114,31,2400,false,done,1,1,1,full,0,0,1,0.3551,0.1175,0.211,0.0266,0,0.1175,0.1175,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.304,12,false,false,false,0,0,0,0.327,0.017,0,0.003,0.009,0.377,0.021,biome,cached_full_update,11.773,890,204756,10.469,0.005,1.265,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.394,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.717,0.033,3.293,0.376,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,6.086,0.85,4.774,0.42,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.805,3.433,4.057,0.29,2400,0,1,0,0,0,0.026,0.017,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
59,1397,89777,true,61,0,0.429,0.005,0.001,,,,,0,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.198,0.753,0.701,28.878,0,0.114,31,2400,false,done,1,1,1,full,0,0,1,0.3551,0.1175,0.211,0.0266,0,0.1175,0.1175,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.304,12,false,false,false,0,0,0,0.327,0.017,0,0.003,0.009,0.377,0.021,biome,cached_full_update,11.773,890,204756,10.469,0.005,1.265,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.394,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.717,0.033,3.293,0.376,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,6.086,0.85,4.774,0.42,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.805,3.433,4.057,0.29,2400,0,1,0,0,0,0.026,0.017,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
60,1398,89861,false,61,45,43.888,1.004,0.192,refresh_climate_daily,sea_ice,cursor_4,data_core,29.343,48.882,66.63,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,32.623,6,,2.623,3,,8.123,1,,0.392,1.667,0.812,29.291,0,0.1,33,2400,false,done,1,1,1,full,0,0,1,0.4372,0.1727,0.228,0.0365,0,0.1727,0.1727,0.228,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0215,0,0,0.0208,2.54,12,true,true,true,0,0,0,0.711,0.521,0,0.005,0.008,1.273,0.028,biome,cached_full_update,11.773,890,204756,10.469,0.005,1.265,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.041,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.779,0.035,3.473,0.254,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.119,0.745,2.355,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
61,1399,89870,true,61,1,0.368,0.004,0.001,,,,,0,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.392,1.667,0.812,29.291,0,0.1,33,2400,false,done,1,1,1,full,0,0,1,0.4372,0.1727,0.228,0.0365,0,0.1727,0.1727,0.228,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0215,0,0,0.0208,2.54,12,true,true,true,0,0,0,0.711,0.521,0,0.005,0.008,1.273,0.028,biome,cached_full_update,11.773,890,204756,10.469,0.005,1.265,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.041,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.779,0.035,3.473,0.254,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.119,0.745,2.355,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
62,1400,89958,true,61,43,43.404,0.015,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.304,48.843,66.63,0,,,,,,,,,,,,,,,,,,,0.201,0.648,0.624,29.266,0,0.121,31,2400,false,done,1,1,1,full,0,0,1,0.4372,0.1727,0.228,0.0365,0,0.1727,0.1727,0.228,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0215,0,0,0.0208,2.54,12,true,true,true,0,0,0,0.711,0.521,0,0.005,0.008,1.273,0.028,cover,skipped_no_dirty,1.303,0,0,1.243,0,0,true,false,false,true,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.382,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.779,0.035,3.473,0.254,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.222,0.745,3.91,0.531,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.102,3.665,4.068,0.337,2400,0,1,0,0,0,0.029,0.019,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
63,1401,89991,true,61,0,0.445,0.007,0,,,,,0,48.843,66.63,0,,,,,,,,,,,,,,,,,,,0.201,0.648,0.624,29.266,0,0.121,31,2400,false,done,1,1,1,full,0,0,1,0.4372,0.1727,0.228,0.0365,0,0.1727,0.1727,0.228,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0215,0,0,0.0208,2.54,12,true,true,true,0,0,0,0.711,0.521,0,0.005,0.008,1.273,0.028,cover,skipped_no_dirty,1.303,0,0,1.243,0,0,true,false,false,true,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.382,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.779,0.035,3.473,0.254,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.222,0.745,3.91,0.531,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.102,3.665,4.068,0.337,2400,0,1,0,0,0,0.029,0.019,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
64,1402,90064,true,61,49,48.221,0.024,0,refresh_climate_daily,sea_ice,cursor_4,data_core,31.37,48.843,66.63,0,,,,,,,,,,,,,,,,,,,0.21,0.861,0.864,31.324,0,0.115,33,2400,false,done,1,1,1,full,0,0,1,0.4372,0.1727,0.228,0.0365,0,0.1727,0.1727,0.228,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0215,0,0,0.0208,2.54,12,true,true,true,0,0,0,0.711,0.521,0,0.005,0.008,1.273,0.028,vegetation,cached_full_update,2.947,23,5113,1.554,0.005,1.321,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,10.801,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.864,0.034,3.468,0.344,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,5.679,1.29,4.355,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
65,1403,90075,true,60,1,0.611,0.011,0.001,,,,,0,48.843,66.63,0,,,,,,,,,,,,,,,,,,,0.21,0.861,0.864,31.324,0,0.115,33,2400,false,done,1,1,1,full,0,0,1,0.4372,0.1727,0.228,0.0365,0,0.1727,0.1727,0.228,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0215,0,0,0.0208,2.54,12,true,true,true,0,0,0,0.711,0.521,0,0.005,0.008,1.273,0.028,vegetation,cached_full_update,2.947,23,5113,1.554,0.005,1.321,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,10.801,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.864,0.034,3.468,0.344,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,5.679,1.29,4.355,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
66,1404,90175,true,60,60,60.624,0.014,0,refresh_climate_daily,sea_ice,cursor_4,data_core,45.795,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.219,0.877,0.872,45.752,0,0.114,48,2400,false,done,1,1,1,full,0,0,1,0.4372,0.1727,0.228,0.0365,0,0.1727,0.1727,0.228,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0215,0,0,0.0208,2.54,12,true,true,true,0,0,0,0.711,0.521,0,0.005,0.008,1.273,0.028,vegetation,cached_full_update,2.947,23,5113,1.554,0.005,1.321,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,11.92,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.864,0.034,3.468,0.344,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,8.318,1.29,6.494,0.48,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,9.107,4.324,4.513,0.243,2400,0,1,0,0,0,0.025,0.016,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
67,1405,90185,true,60,1,0.404,0.006,0.001,,,,,0,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.219,0.877,0.872,45.752,0,0.114,48,2400,false,done,1,1,1,full,0,0,1,0.4372,0.1727,0.228,0.0365,0,0.1727,0.1727,0.228,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0215,0,0,0.0208,2.54,12,true,true,true,0,0,0,0.711,0.521,0,0.005,0.008,1.273,0.028,vegetation,cached_full_update,2.947,23,5113,1.554,0.005,1.321,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,11.92,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.864,0.034,3.468,0.344,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,8.318,1.29,6.494,0.48,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,9.107,4.324,4.513,0.243,2400,0,1,0,0,0,0.025,0.016,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
68,1406,90262,false,60,46,44.414,1.805,0.282,refresh_climate_daily,sea_ice,cursor_4,data_core,30.535,48.882,66.63,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,32.58,6,,1.701,3,,9.514,1,,0.205,0.809,0.721,30.495,0,0.101,33,2400,false,done,1,1,1,full,0,0,1,0.3976,0.1313,0.235,0.0313,0,0.1313,0.1313,0.235,0.002,0.001,0,0,0,0,0,0,0,0,0,0,1.62,12,false,false,false,0,0,0,0.386,0.02,0,0.005,0.008,0.443,0.024,vegetation,cached_full_update,2.947,23,5113,1.554,0.005,1.321,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,9.378,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.739,0.034,3.384,0.305,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,4.466,0.772,3.673,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
