row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_climate_pa_pushed_cells,bd_climate_pa_total_cells,bd_climate_pa_push_ratio,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_dirty_reason,bd_dynamic_visual_atlas_dirty_noop,bd_dynamic_visual_atlas_dirty_mask_available,bd_dynamic_visual_atlas_dirty_source,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_cpp_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
89,1427,91261,true,59,3,3.485,0.01,0,season_refresh,stage_3_river,cursor_0,micro,3.071,47.523,66.63,0,,,,,,,,,,,,,,,,,,,0.201,0.713,0.608,29.562,0,0.098,31,2400,false,done,1,1,1,full,0,0,1,0.3942,0.1241,0.24,0.0301,0,0.1241,0.1241,0.24,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.4,12,false,false,false,0,0,0,0.377,0.019,0,0.003,0.009,0.428,0.02,cover,skipped_no_dirty,1.328,0,0,1.28,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.276,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.773,0.031,3.373,0.354,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.345,0.81,2.514,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
90,1428,91361,true,59,60,60.094,0.015,0.001,refresh_climate_daily,sea_ice,cursor_4,data_core,30.763,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.201,0.65,0.629,30.727,0,0.09,32,2400,false,done,1,1,1,full,0,0,1,0.3942,0.1241,0.24,0.0301,0,0.1241,0.1241,0.24,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.4,12,false,false,false,0,0,0,0.377,0.019,0,0.003,0.009,0.428,0.02,cover,skipped_no_dirty,1.328,0,0,1.28,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.339,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.773,0.031,3.373,0.354,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.175,0.81,4.024,0.305,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.35,3.747,4.272,0.303,2400,0,1,0,0,0,0.028,0.017,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
91,1429,91379,true,59,2,2.189,0.013,0,season_refresh,stage_5_shrubland,cursor_0,stage,1.716,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.201,0.65,0.629,30.727,0,0.09,32,2400,false,done,1,1,1,full,0,0,1,0.3942,0.1241,0.24,0.0301,0,0.1241,0.1241,0.24,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.4,12,false,false,false,0,0,0,0.377,0.019,0,0.003,0.009,0.428,0.02,cover,skipped_no_dirty,1.328,0,0,1.28,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.339,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.773,0.031,3.373,0.354,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.175,0.81,4.024,0.305,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.35,3.747,4.272,0.303,2400,0,1,0,0,0,0.028,0.017,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
92,1430,91460,false,59,44,42.751,0.989,0.184,refresh_climate_daily,sea_ice,cursor_4,data_core,29.578,47.595,66.63,0,1.72,1,,0,0,policy_gated,0,0,policy_gated,31.395,6,,1.468,3,,7.719,1,,0.207,0.686,0.636,29.541,0,0.096,31,2400,false,done,1,1,1,full,0,0,1,0.4153,0.1686,0.219,0.0277,0,0.1686,0.1686,0.219,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.396,12,false,false,false,0,0,0,0.372,0.019,0,0.002,0.006,0.42,0.021,cover,skipped_no_dirty,1.328,0,0,1.28,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.64,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.427,0.03,3.123,0.26,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.087,0.748,2.326,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
93,1431,91471,true,59,3,2.553,0.012,0,season_refresh,stage_7_glacier,cursor_0,stage,2.082,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.207,0.686,0.636,29.541,0,0.096,31,2400,false,done,1,1,1,full,0,0,1,0.4153,0.1686,0.219,0.0277,0,0.1686,0.1686,0.219,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.396,12,false,false,false,0,0,0,0.372,0.019,0,0.002,0.006,0.42,0.021,cover,skipped_no_dirty,1.328,0,0,1.28,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.64,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.427,0.03,3.123,0.26,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.087,0.748,2.326,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
94,1432,91558,true,59,44,43.052,0.016,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.034,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.209,0.66,0.693,28.002,0,0.087,29,2400,false,done,1,1,1,full,0,0,1,0.4153,0.1686,0.219,0.0277,0,0.1686,0.1686,0.219,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.396,12,false,false,false,0,0,0,0.372,0.019,0,0.002,0.006,0.42,0.021,cover,skipped_no_dirty,1.055,0,0,1.01,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.648,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.427,0.03,3.123,0.26,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.685,0.748,3.659,0.251,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.883,3.205,4.315,0.343,2400,0,1,0,0,0,0.029,0.019,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
95,1433,91568,true,59,4,3.937,0.012,0,season_refresh,stage_9_sync,cursor_0,stage,3.5,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.209,0.66,0.693,28.002,0,0.087,29,2400,false,done,1,1,1,full,0,0,1,0.4153,0.1686,0.219,0.0277,0,0.1686,0.1686,0.219,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.396,12,false,false,false,0,0,0,0.372,0.019,0,0.002,0.006,0.42,0.021,cover,skipped_no_dirty,1.055,0,0,1.01,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.648,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.427,0.03,3.123,0.26,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.685,0.748,3.659,0.251,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.883,3.205,4.315,0.343,2400,0,1,0,0,0,0.029,0.019,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
96,1434,91676,true,59,62,62.068,0.015,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.051,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.204,0.773,0.693,29.015,0,0.096,31,2400,false,done,1,1,1,full,0,0,1,0.4153,0.1686,0.219,0.0277,0,0.1686,0.1686,0.219,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.396,12,false,false,false,0,0,0,0.372,0.019,0,0.002,0.006,0.42,0.021,biome,cached_full_update,22.794,2148,493694,21.445,0.007,1.308,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.649,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.429,0.031,3.081,0.303,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.148,0.767,2.362,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
97,1435,91684,true,59,1,0.53,0.006,0,season_refresh,stage_11_feedback,cursor_0,stage,0.111,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.204,0.773,0.693,29.015,0,0.096,31,2400,false,done,1,1,1,full,0,0,1,0.4153,0.1686,0.219,0.0277,0,0.1686,0.1686,0.219,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.396,12,false,false,false,0,0,0,0.372,0.019,0,0.002,0.006,0.42,0.021,biome,cached_full_update,22.794,2148,493694,21.445,0.007,1.308,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.649,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.429,0.031,3.081,0.303,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.148,0.767,2.362,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
98,1436,91756,true,59,41,40.645,0.016,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.241,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.216,0.828,0.74,28.204,0,0.087,30,2400,false,done,1,1,1,full,0,0,1,0.4153,0.1686,0.219,0.0277,0,0.1686,0.1686,0.219,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.396,12,false,false,false,0,0,0,0.372,0.019,0,0.002,0.006,0.42,0.021,biome,cached_full_update,22.794,2148,493694,21.445,0.007,1.308,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.657,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.429,0.031,3.081,0.303,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.833,0.767,3.735,0.296,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.824,3.42,4.071,0.304,2400,0,1,0,0,0,0.024,0.016,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
99,1437,91767,true,59,1,0.412,0.005,0,,,,,0,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.216,0.828,0.74,28.204,0,0.087,30,2400,false,done,1,1,1,full,0,0,1,0.4153,0.1686,0.219,0.0277,0,0.1686,0.1686,0.219,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.396,12,false,false,false,0,0,0,0.372,0.019,0,0.002,0.006,0.42,0.021,biome,cached_full_update,22.794,2148,493694,21.445,0.007,1.308,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.657,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.429,0.031,3.081,0.303,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.833,0.767,3.735,0.296,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.824,3.42,4.071,0.304,2400,0,1,0,0,0,0.024,0.016,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
100,1438,91861,false,59,47,45.387,0.995,0.199,refresh_climate_daily,sea_ice,cursor_4,data_core,30.985,47.595,66.63,0,0,0,policy_gated,0,0,policy_gated,0.32,1,,32.926,6,,3.428,3,,8.238,1,,0.19,0.784,0.688,30.95,0,0.09,33,2400,false,done,1,1,1,full,0,0,1,0.3794,0.12,0.226,0.0334,0,0.12,0.12,0.226,0.002,0.001,0.001,0,0,0,0,0,0.0253,0,0,0,3.34,12,false,true,false,0,0,0,0.691,1.695,0,0.007,0.01,2.43,0.027,biome,cached_full_update,22.794,2148,493694,21.445,0.007,1.308,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.149,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.66,0.03,3.248,0.367,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.331,0.756,2.556,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
101,1439,91881,true,59,0,0.404,0.004,0.001,,,,,0,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.19,0.784,0.688,30.95,0,0.09,33,2400,false,done,1,1,1,full,0,0,1,0.3794,0.12,0.226,0.0334,0,0.12,0.12,0.226,0.002,0.001,0.001,0,0,0,0,0,0.0253,0,0,0,3.34,12,false,true,false,0,0,0,0.691,1.695,0,0.007,0.01,2.43,0.027,biome,cached_full_update,22.794,2148,493694,21.445,0.007,1.308,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.149,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.66,0.03,3.248,0.367,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.331,0.756,2.556,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
102,1440,91963,true,59,46,45.884,0.015,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.411,47.523,66.63,0,,,,,,,,,,,,,,,,,,,0.183,0.651,0.623,29.369,0,0.106,31,2400,false,done,1,1,1,full,0,0,1,0.3794,0.12,0.226,0.0334,0,0.12,0.12,0.226,0.002,0.001,0.001,0,0,0,0,0,0.0253,0,0,0,3.34,12,false,true,false,0,0,0,0.691,1.695,0,0.007,0.01,2.43,0.027,cover,skipped_no_dirty,1.319,0,0,1.267,0,0,true,false,false,true,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.756,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.66,0.03,3.248,0.367,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.291,0.756,4.17,0.329,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.648,3.376,3.999,0.251,2400,0,1,0,0,0,0.022,0.014,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
103,1441,91971,true,59,0,0.4,0.005,0,,,,,0,47.523,66.63,0,,,,,,,,,,,,,,,,,,,0.183,0.651,0.623,29.369,0,0.106,31,2400,false,done,1,1,1,full,0,0,1,0.3794,0.12,0.226,0.0334,0,0.12,0.12,0.226,0.002,0.001,0.001,0,0,0,0,0,0.0253,0,0,0,3.34,12,false,true,false,0,0,0,0.691,1.695,0,0.007,0.01,2.43,0.027,cover,skipped_no_dirty,1.319,0,0,1.267,0,0,true,false,false,true,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.756,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.66,0.03,3.248,0.367,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.291,0.756,4.17,0.329,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.648,3.376,3.999,0.251,2400,0,1,0,0,0,0.022,0.014,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
104,1442,92061,true,59,46,46.241,0.014,0.001,refresh_climate_daily,sea_ice,cursor_4,data_core,29.808,47.523,66.63,0,,,,,,,,,,,,,,,,,,,0.193,0.806,0.717,29.764,0,0.119,32,2400,false,done,1,1,1,full,0,0,1,0.3794,0.12,0.226,0.0334,0,0.12,0.12,0.226,0.002,0.001,0.001,0,0,0,0,0,0.0253,0,0,0,3.34,12,false,true,false,0,0,0,0.691,1.695,0,0.007,0.01,2.43,0.027,vegetation,cached_full_update,3.954,112,25440,2.592,0.006,1.284,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.635,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.024,0.035,3.588,0.384,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.395,0.85,2.523,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
105,1443,92067,true,61,0,0.411,0.005,0.001,,,,,0,47.523,66.63,0,,,,,,,,,,,,,,,,,,,0.193,0.806,0.717,29.764,0,0.119,32,2400,false,done,1,1,1,full,0,0,1,0.3794,0.12,0.226,0.0334,0,0.12,0.12,0.226,0.002,0.001,0.001,0,0,0,0,0,0.0253,0,0,0,3.34,12,false,true,false,0,0,0,0.691,1.695,0,0.007,0.01,2.43,0.027,vegetation,cached_full_update,3.954,112,25440,2.592,0.006,1.284,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.635,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.024,0.035,3.588,0.384,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.395,0.85,2.523,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
106,1444,92157,true,61,42,42.611,0.02,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.445,47.45,66.63,0,,,,,,,,,,,,,,,,,,,0.164,0.807,0.698,29.403,0,0.099,31,2400,false,done,1,1,1,full,0,0,1,0.3794,0.12,0.226,0.0334,0,0.12,0.12,0.226,0.002,0.001,0.001,0,0,0,0,0,0.0253,0,0,0,3.34,12,false,true,false,0,0,0,0.691,1.695,0,0.007,0.01,2.43,0.027,vegetation,cached_full_update,3.954,112,25440,2.592,0.006,1.284,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.393,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.024,0.035,3.588,0.384,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.439,0.85,4.14,0.411,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.162,3.57,4.22,0.343,2400,0,1,0,0,0,0.03,0.02,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
107,1445,92166,true,61,1,0.449,0.007,0,,,,,0,47.45,66.63,0,,,,,,,,,,,,,,,,,,,0.164,0.807,0.698,29.403,0,0.099,31,2400,false,done,1,1,1,full,0,0,1,0.3794,0.12,0.226,0.0334,0,0.12,0.12,0.226,0.002,0.001,0.001,0,0,0,0,0,0.0253,0,0,0,3.34,12,false,true,false,0,0,0,0.691,1.695,0,0.007,0.01,2.43,0.027,vegetation,cached_full_update,3.954,112,25440,2.592,0.006,1.284,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.393,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.024,0.035,3.588,0.384,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.439,0.85,4.14,0.411,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.162,3.57,4.22,0.343,2400,0,1,0,0,0,0.03,0.02,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
108,1446,92264,false,61,49,47.824,1.097,0.188,refresh_climate_daily,sea_ice,cursor_4,data_core,30.334,47.335,66.63,0,0,0,policy_gated,0,0,policy_gated,5.095,1,,32.606,6,,1.505,3,,8.129,1,,0.204,0.78,0.807,30.299,0,0.097,33,2400,false,done,1,1,1,full,0,0,1,0.3834,0.1287,0.226,0.0287,0,0.1287,0.1287,0.226,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.428,12,false,false,false,0,0,0,0.362,0.021,0,0.004,0.011,0.421,0.023,vegetation,cached_full_update,3.954,112,25440,2.592,0.006,1.284,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.054,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.375,0.029,3.08,0.251,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.454,0.784,2.657,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
