row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
52,114,23972,true,51,7,7.44,0.008,0,season_refresh,stage_2_redecide,cursor_0,micro,7.113,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.183,0.68,0.791,4.183,0,0.046,6,2400,false,done,1,1,1,full,0.369,0.1399,0.205,0.0241,0,0.1399,0.1399,0.205,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.078,12,false,false,false,0,0,0,0.34,0.02,0,0.002,0.006,0.39,0.022,cover,skipped_no_dirty,1.673,0,0,1.637,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.726,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.176,0.057,30.569,0.518,2400,2400,0,19,0,0,all_cells,cpp,,2400,37.987,0.132,37.326,0.504,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.293,0.151,38.585,0.529,2400,0,19,0,0,2400,22.08,0.187,21.738,0.134,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
53,115,24090,true,51,75,75.174,0.018,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,59.276,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.239,0.677,0.778,11.739,0,0.055,14,2400,false,done,1,1,1,full,0.369,0.1399,0.205,0.0241,0,0.1399,0.1399,0.205,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.078,12,false,false,false,0,0,0,0.34,0.02,0,0.002,0.006,0.39,0.022,cover,skipped_no_dirty,1.673,0,0,1.637,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,59.187,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.863,0.06,31.101,0.677,2400,2400,0,19,0,0,all_cells,cpp,,1696,27.044,0.16,26.862,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
54,116,24108,true,54,15,15.067,0.008,0,season_refresh,stage_4_veg_feedback,cursor_0,micro,14.761,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.239,0.677,0.778,11.739,0,0.055,14,2400,false,done,1,1,1,full,0.369,0.1399,0.205,0.0241,0,0.1399,0.1399,0.205,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.078,12,false,false,false,0,0,0,0.34,0.02,0,0.002,0.006,0.39,0.022,cover,skipped_no_dirty,1.673,0,0,1.637,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,59.187,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.863,0.06,31.101,0.677,2400,2400,0,19,0,0,all_cells,cpp,,1696,27.044,0.16,26.862,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
55,117,24180,true,54,69,68.625,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,60.418,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.238,0.686,0.782,4.474,0,0.048,6,2400,false,done,1,1,1,full,0.369,0.1399,0.205,0.0241,0,0.1399,0.1399,0.205,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.078,12,false,false,false,0,0,0,0.34,0.02,0,0.002,0.006,0.39,0.022,cover,skipped_no_dirty,1.673,0,0,1.637,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.337,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.863,0.06,31.101,0.677,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.93,0.16,38.174,0.565,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.147,0.159,38.449,0.511,2400,0,19,0,0,992,9.162,0.152,9,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
56,118,24185,true,54,2,2.234,0.006,0,season_refresh,stage_6_mangrove,cursor_0,stage,1.955,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.238,0.686,0.782,4.474,0,0.048,6,2400,false,done,1,1,1,full,0.369,0.1399,0.205,0.0241,0,0.1399,0.1399,0.205,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.078,12,false,false,false,0,0,0,0.34,0.02,0,0.002,0.006,0.39,0.022,cover,skipped_no_dirty,1.673,0,0,1.637,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.337,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.863,0.06,31.101,0.677,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.93,0.16,38.174,0.565,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.147,0.159,38.449,0.511,2400,0,19,0,0,992,9.162,0.152,9,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
57,119,24243,false,54,28,26.963,1.428,0.194,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,13.002,74.892,299.437,0,2.288,1,,0,0,policy_gated,0.348,1,,5.848,6,,5.143,3,,13.012,1,,0.233,0.668,0.748,3.958,0,0.046,5,2400,false,done,1,1,1,full,0.4415,0.2175,0.2,0.024,0,0.2175,0.2175,0.2,0.003,0.001,0.001,0,0,0,0,0.0041,0.0273,0,0,0.0162,5.068,12,true,true,true,0,0,0,0.36,3.913,0,0.004,0.007,4.308,0.024,cover,skipped_no_dirty,1.673,0,0,1.637,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.919,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.863,0.06,31.101,0.677,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.93,0.16,38.174,0.565,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.147,0.159,38.449,0.511,2400,0,19,0,0,2400,22.042,0.152,21.662,0.21,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
58,120,24268,true,54,3,3.008,0.008,0,season_refresh,stage_8_swamp,cursor_0,stage,2.436,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.233,0.668,0.748,3.958,0,0.046,5,2400,false,done,1,1,1,full,0.4415,0.2175,0.2,0.024,0,0.2175,0.2175,0.2,0.003,0.001,0.001,0,0,0,0,0.0041,0.0273,0,0,0.0162,5.068,12,true,true,true,0,0,0,0.36,3.913,0,0.004,0.007,4.308,0.024,cover,skipped_no_dirty,1.673,0,0,1.637,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.919,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.863,0.06,31.101,0.677,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.93,0.16,38.174,0.565,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.147,0.159,38.449,0.511,2400,0,19,0,0,2400,22.042,0.152,21.662,0.21,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
59,121,24386,true,54,88,87.711,0.018,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,58.951,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.225,0.665,0.699,3.856,0,0.048,6,2400,false,done,1,1,1,full,0.4415,0.2175,0.2,0.024,0,0.2175,0.2175,0.2,0.003,0.001,0.001,0,0,0,0,0.0041,0.0273,0,0,0.0162,5.068,12,true,true,true,0,0,0,0.36,3.913,0,0.004,0.007,4.308,0.024,cover,cached_full_update,14.615,932,214392,13.087,0.004,1.474,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.773,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.357,0.058,30.765,0.508,2400,2400,0,19,0,0,all_cells,cpp,,1696,27.15,0.158,26.979,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
60,122,24390,true,54,1,0.307,0.006,0,season_refresh,stage_10_atlas_queue,cursor_0,stage,0.029,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.225,0.665,0.699,3.856,0,0.048,6,2400,false,done,1,1,1,full,0.4415,0.2175,0.2,0.024,0,0.2175,0.2175,0.2,0.003,0.001,0.001,0,0,0,0,0.0041,0.0273,0,0,0.0162,5.068,12,true,true,true,0,0,0,0.36,3.913,0,0.004,0.007,4.308,0.024,cover,cached_full_update,14.615,932,214392,13.087,0.004,1.474,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.773,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.357,0.058,30.765,0.508,2400,2400,0,19,0,0,all_cells,cpp,,1696,27.15,0.158,26.979,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
61,123,24502,true,54,87,87.097,0.015,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,60.143,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.225,0.903,0.808,4.099,0,0.045,7,2400,false,done,1,1,1,full,0.4415,0.2175,0.2,0.024,0,0.2175,0.2175,0.2,0.003,0.001,0.001,0,0,0,0,0.0041,0.0273,0,0,0.0162,5.068,12,true,true,true,0,0,0,0.36,3.913,0,0.004,0.007,4.308,0.024,biome,cached_full_update,18.818,1184,272506,17.337,0.003,1.448,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.055,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.357,0.058,30.765,0.508,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.851,0.158,38.136,0.533,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.092,0.158,38.4,0.508,2400,0,19,0,0,992,9.124,0.147,8.97,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
62,124,24525,true,54,19,19.36,0.008,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,12.779,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.18,0.755,0.765,4.142,0,0.049,6,2400,false,done,1,1,1,full,0.4415,0.2175,0.2,0.024,0,0.2175,0.2175,0.2,0.003,0.001,0.001,0,0,0,0,0.0041,0.0273,0,0,0.0162,5.068,12,true,true,true,0,0,0,0.36,3.913,0,0.004,0.007,4.308,0.024,biome,cached_full_update,18.818,1184,272506,17.337,0.003,1.448,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.703,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.357,0.058,30.765,0.508,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.851,0.158,38.136,0.533,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.092,0.158,38.4,0.508,2400,0,19,0,0,2400,21.789,0.147,21.527,0.098,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
63,125,24565,true,54,0,0.297,0.006,0,,,,,0,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.18,0.755,0.765,4.142,0,0.049,6,2400,false,done,1,1,1,full,0.4415,0.2175,0.2,0.024,0,0.2175,0.2175,0.2,0.003,0.001,0.001,0,0,0,0,0.0041,0.0273,0,0,0.0162,5.068,12,true,true,true,0,0,0,0.36,3.913,0,0.004,0.007,4.308,0.024,biome,cached_full_update,18.818,1184,272506,17.337,0.003,1.448,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.703,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.357,0.058,30.765,0.508,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.851,0.158,38.136,0.533,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.092,0.158,38.4,0.508,2400,0,19,0,0,2400,21.789,0.147,21.527,0.098,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
64,126,24691,false,54,75,73.454,1.467,0.217,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,59.336,74.816,299.437,0,0,0,policy_gated,0,0,policy_gated,5.962,1,,6.242,6,,1.521,3,,59.352,1,,0.196,1.036,0.775,3.98,0,0.044,7,2400,false,done,1,1,1,full,0.3906,0.1434,0.217,0.0302,0,0.1434,0.1434,0.217,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.446,12,false,false,false,0,0,0,0.696,0.02,0,0.003,0.007,0.754,0.028,biome,cached_full_update,18.818,1184,272506,17.337,0.003,1.448,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,59.254,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,32.424,0.056,31.749,0.593,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.579,0.156,26.404,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
65,127,24698,true,54,0,0.277,0.005,0,,,,,0,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.196,1.036,0.775,3.98,0,0.044,7,2400,false,done,1,1,1,full,0.3906,0.1434,0.217,0.0302,0,0.1434,0.1434,0.217,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.446,12,false,false,false,0,0,0,0.696,0.02,0,0.003,0.007,0.754,0.028,biome,cached_full_update,18.818,1184,272506,17.337,0.003,1.448,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,59.254,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,32.424,0.056,31.749,0.593,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.579,0.156,26.404,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
66,128,24771,true,54,69,68.424,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,60.47,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.223,0.664,0.777,4.085,0,0.046,6,2400,false,done,1,1,1,full,0.3906,0.1434,0.217,0.0302,0,0.1434,0.1434,0.217,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.446,12,false,false,false,0,0,0,0.696,0.02,0,0.003,0.007,0.754,0.028,cover,skipped_no_dirty,1.602,0,0,1.567,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.381,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,32.424,0.056,31.749,0.593,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.351,0.156,37.647,0.519,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.316,0.147,38.578,0.562,2400,0,19,0,0,992,9.163,0.152,9.002,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
67,129,24774,true,54,0,0.259,0.005,0,,,,,0,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.223,0.664,0.777,4.085,0,0.046,6,2400,false,done,1,1,1,full,0.3906,0.1434,0.217,0.0302,0,0.1434,0.1434,0.217,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.446,12,false,false,false,0,0,0,0.696,0.02,0,0.003,0.007,0.754,0.028,cover,skipped_no_dirty,1.602,0,0,1.567,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.381,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,32.424,0.056,31.749,0.593,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.351,0.156,37.647,0.519,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.316,0.147,38.578,0.562,2400,0,19,0,0,992,9.163,0.152,9.002,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
68,130,24818,true,54,19,19.536,0.009,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,12.899,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.231,1.014,0.781,4.026,0,0.044,6,2400,false,done,1,1,1,full,0.3906,0.1434,0.217,0.0302,0,0.1434,0.1434,0.217,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.446,12,false,false,false,0,0,0,0.696,0.02,0,0.003,0.007,0.754,0.028,cover,skipped_no_dirty,1.602,0,0,1.567,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.813,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,32.424,0.056,31.749,0.593,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.351,0.156,37.647,0.519,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.316,0.147,38.578,0.562,2400,0,19,0,0,2400,21.931,0.152,21.664,0.1,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
69,131,24866,true,54,1,0.304,0.005,0,,,,,0,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.231,1.014,0.781,4.026,0,0.044,6,2400,false,done,1,1,1,full,0.3906,0.1434,0.217,0.0302,0,0.1434,0.1434,0.217,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.446,12,false,false,false,0,0,0,0.696,0.02,0,0.003,0.007,0.754,0.028,cover,skipped_no_dirty,1.602,0,0,1.567,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.813,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,32.424,0.056,31.749,0.593,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.351,0.156,37.647,0.519,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.316,0.147,38.578,0.562,2400,0,19,0,0,2400,21.931,0.152,21.664,0.1,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
70,132,24981,true,54,65,65.143,0.018,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,58.194,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.252,1.062,0.842,4.154,0,0.046,6,2400,false,done,1,1,1,full,0.3906,0.1434,0.217,0.0302,0,0.1434,0.1434,0.217,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.446,12,false,false,false,0,0,0,0.696,0.02,0,0.003,0.007,0.754,0.028,cover,skipped_no_dirty,1.602,0,0,1.567,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.106,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.47,0.065,30.871,0.51,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.386,0.131,26.235,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
71,133,24984,true,54,0,0.25,0.005,0,,,,,0,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.252,1.062,0.842,4.154,0,0.046,6,2400,false,done,1,1,1,full,0.3906,0.1434,0.217,0.0302,0,0.1434,0.1434,0.217,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.446,12,false,false,false,0,0,0,0.696,0.02,0,0.003,0.007,0.754,0.028,cover,skipped_no_dirty,1.602,0,0,1.567,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.106,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.47,0.065,30.871,0.51,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.386,0.131,26.235,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
72,134,25086,false,54,71,68.54,1.426,0.228,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,60.797,74.816,299.437,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.209,6,,1.159,3,,60.813,1,,0.231,1.026,0.773,3.919,0,0.044,6,2400,false,done,1,1,1,full,0.3762,0.1405,0.211,0.0247,0,0.1405,0.1405,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.093,12,false,false,false,0,0,0,0.356,0.018,0,0.003,0.007,0.406,0.022,cover,skipped_no_dirty,1.602,0,0,1.567,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.708,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.47,0.065,30.871,0.51,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.18,0.131,37.443,0.577,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.634,0.155,38.774,0.678,2400,0,19,0,0,992,9.141,0.152,8.982,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
