row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
94,156,26191,true,52,75,74.62,0.018,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,59.877,74.201,299.437,0,,,,,,,,,,,,,,,,,,,0.209,1.033,0.79,4.21,0,0.047,7,2400,false,done,1,1,1,full,0.4908,0.2146,0.251,0.0252,0,0.2146,0.2146,0.251,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.234,12,false,false,false,0,0,0,0.421,0.02,0,0.003,0.006,0.475,0.025,cover,skipped_no_dirty,1.628,0,0,1.592,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,59.78,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,32.234,0.06,31.626,0.523,2400,2400,0,19,0,0,all_cells,cpp,,1696,27.284,0.154,27.111,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
95,157,26210,true,52,16,15.893,0.013,0,season_refresh,stage_4_veg_feedback,cursor_0,micro,15.5,74.201,299.437,0,,,,,,,,,,,,,,,,,,,0.209,1.033,0.79,4.21,0,0.047,7,2400,false,done,1,1,1,full,0.4908,0.2146,0.251,0.0252,0,0.2146,0.2146,0.251,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.234,12,false,false,false,0,0,0,0.421,0.02,0,0.003,0.006,0.475,0.025,cover,skipped_no_dirty,1.628,0,0,1.592,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,59.78,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,32.234,0.06,31.626,0.523,2400,2400,0,19,0,0,all_cells,cpp,,1696,27.284,0.154,27.111,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
96,158,26287,false,52,73,71.249,1.441,0.227,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,61.441,74.201,299.437,0,1.448,1,,0,0,policy_gated,0,0,policy_gated,6.578,6,,1.3,3,,61.458,1,,0.233,0.724,0.765,4.604,0,0.047,7,2400,false,done,1,1,1,full,0.4066,0.1493,0.231,0.0263,0,0.1493,0.1493,0.231,0.003,0.001,0.001,0.001,0,0,0,0,0.026,0,0,0,1.226,12,false,true,false,0,0,0,0.378,0.101,0,0.005,0.007,0.517,0.026,cover,skipped_no_dirty,1.628,0,0,1.592,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,61.348,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,32.234,0.06,31.626,0.523,2400,2400,0,19,0,0,all_cells,cpp,,2400,39.142,0.154,38.417,0.545,2400,2400,0,20,0,0,all_cells,cpp,,2400,40.03,0.155,39.338,0.513,2400,0,19,0,0,992,9.296,0.16,9.129,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
97,159,26296,true,52,3,2.551,0.006,0,season_refresh,stage_6_mangrove,cursor_0,stage,2.226,74.201,299.437,0,,,,,,,,,,,,,,,,,,,0.233,0.724,0.765,4.604,0,0.047,7,2400,false,done,1,1,1,full,0.4066,0.1493,0.231,0.0263,0,0.1493,0.1493,0.231,0.003,0.001,0.001,0.001,0,0,0,0,0.026,0,0,0,1.226,12,false,true,false,0,0,0,0.378,0.101,0,0.005,0.007,0.517,0.026,cover,skipped_no_dirty,1.628,0,0,1.592,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,61.348,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,32.234,0.06,31.626,0.523,2400,2400,0,19,0,0,all_cells,cpp,,2400,39.142,0.154,38.417,0.545,2400,2400,0,20,0,0,all_cells,cpp,,2400,40.03,0.155,39.338,0.513,2400,0,19,0,0,992,9.296,0.16,9.129,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
98,160,26326,true,52,24,23.609,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,13.376,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.229,0.66,0.776,4.618,0,0.047,6,2400,false,done,1,1,1,full,0.4066,0.1493,0.231,0.0263,0,0.1493,0.1493,0.231,0.003,0.001,0.001,0.001,0,0,0,0,0.026,0,0,0,1.226,12,false,true,false,0,0,0,0.378,0.101,0,0.005,0.007,0.517,0.026,cover,skipped_no_dirty,1.259,0,0,1.225,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,13.28,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,32.234,0.06,31.626,0.523,2400,2400,0,19,0,0,all_cells,cpp,,2400,39.142,0.154,38.417,0.545,2400,2400,0,20,0,0,all_cells,cpp,,2400,40.03,0.155,39.338,0.513,2400,0,19,0,0,2400,22.51,0.16,22.223,0.107,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
99,161,26353,true,52,3,3.148,0.007,0.001,season_refresh,stage_8_swamp,cursor_0,stage,2.77,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.229,0.66,0.776,4.618,0,0.047,6,2400,false,done,1,1,1,full,0.4066,0.1493,0.231,0.0263,0,0.1493,0.1493,0.231,0.003,0.001,0.001,0.001,0,0,0,0,0.026,0,0,0,1.226,12,false,true,false,0,0,0,0.378,0.101,0,0.005,0.007,0.517,0.026,cover,skipped_no_dirty,1.259,0,0,1.225,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,13.28,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,32.234,0.06,31.626,0.523,2400,2400,0,19,0,0,all_cells,cpp,,2400,39.142,0.154,38.417,0.545,2400,2400,0,20,0,0,all_cells,cpp,,2400,40.03,0.155,39.338,0.513,2400,0,19,0,0,2400,22.51,0.16,22.223,0.107,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
100,162,26488,true,52,71,70.971,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,59.645,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.202,0.766,0.738,4.157,0,0.047,6,2400,false,done,1,1,1,full,0.4066,0.1493,0.231,0.0263,0,0.1493,0.1493,0.231,0.003,0.001,0.001,0.001,0,0,0,0,0.026,0,0,0,1.226,12,false,true,false,0,0,0,0.378,0.101,0,0.005,0.007,0.517,0.026,cover,skipped_no_dirty,1.259,0,0,1.225,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,59.554,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,32.245,0.061,31.555,0.596,2400,2400,0,19,0,0,all_cells,cpp,,1696,27.023,0.153,26.849,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
101,163,26492,true,52,1,0.336,0.006,0,season_refresh,stage_10_atlas_queue,cursor_0,stage,0.029,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.202,0.766,0.738,4.157,0,0.047,6,2400,false,done,1,1,1,full,0.4066,0.1493,0.231,0.0263,0,0.1493,0.1493,0.231,0.003,0.001,0.001,0.001,0,0,0,0,0.026,0,0,0,1.226,12,false,true,false,0,0,0,0.378,0.101,0,0.005,0.007,0.517,0.026,cover,skipped_no_dirty,1.259,0,0,1.225,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,59.554,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,32.245,0.061,31.555,0.596,2400,2400,0,19,0,0,all_cells,cpp,,1696,27.023,0.153,26.849,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
102,164,26608,true,52,91,90.849,0.017,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,61.109,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.246,0.924,0.785,4.263,0,0.047,6,2400,false,done,1,1,1,full,0.4066,0.1493,0.231,0.0263,0,0.1493,0.1493,0.231,0.003,0.001,0.001,0.001,0,0,0,0,0.026,0,0,0,1.226,12,false,true,false,0,0,0,0.378,0.101,0,0.005,0.007,0.517,0.026,biome,cached_full_update,22.59,1426,328908,20.965,0.005,1.565,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,61.028,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,32.245,0.061,31.555,0.596,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.88,0.153,38.147,0.551,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.649,0.158,38.92,0.542,2400,0,19,0,0,992,9.349,0.158,9.183,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
103,165,26635,false,52,24,21.841,1.472,0.211,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,13.153,73.077,299.437,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.759,6,,1.533,3,,13.164,1,,0.234,0.916,0.796,4.539,0,0.052,7,2400,false,done,1,1,1,full,0.4064,0.142,0.233,0.0314,0,0.142,0.142,0.233,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.463,12,false,false,false,0,0,0,0.678,0.02,0,0.002,0.007,0.73,0.023,biome,cached_full_update,22.59,1426,328908,20.965,0.005,1.565,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,13.064,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,32.245,0.061,31.555,0.596,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.88,0.153,38.147,0.551,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.649,0.158,38.92,0.542,2400,0,19,0,0,2400,22.361,0.158,22.001,0.184,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
104,166,26653,true,52,0,0.337,0.005,0,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.234,0.916,0.796,4.539,0,0.052,7,2400,false,done,1,1,1,full,0.4064,0.142,0.233,0.0314,0,0.142,0.142,0.233,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.463,12,false,false,false,0,0,0,0.678,0.02,0,0.002,0.007,0.73,0.023,biome,cached_full_update,22.59,1426,328908,20.965,0.005,1.565,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,13.064,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,32.245,0.061,31.555,0.596,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.88,0.153,38.147,0.551,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.649,0.158,38.92,0.542,2400,0,19,0,0,2400,22.361,0.158,22.001,0.184,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
105,167,26785,true,52,68,67.841,0.018,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,58.825,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.256,0.761,0.766,4.669,0,0.05,7,2400,false,done,1,1,1,full,0.4064,0.142,0.233,0.0314,0,0.142,0.142,0.233,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.463,12,false,false,false,0,0,0,0.678,0.02,0,0.002,0.007,0.73,0.023,cover,skipped_no_dirty,1.812,0,0,1.768,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.741,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.665,0.058,31.032,0.553,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.79,0.16,26.611,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
106,168,26788,true,52,0,0.282,0.004,0,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.256,0.761,0.766,4.669,0,0.05,7,2400,false,done,1,1,1,full,0.4064,0.142,0.233,0.0314,0,0.142,0.142,0.233,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.463,12,false,false,false,0,0,0,0.678,0.02,0,0.002,0.007,0.73,0.023,cover,skipped_no_dirty,1.812,0,0,1.768,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.741,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.665,0.058,31.032,0.553,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.79,0.16,26.611,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
107,169,26886,true,52,69,69.142,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,61.641,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.245,1.102,0.813,4.67,0,0.05,7,2400,false,done,1,1,1,full,0.4064,0.142,0.233,0.0314,0,0.142,0.142,0.233,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.463,12,false,false,false,0,0,0,0.678,0.02,0,0.002,0.007,0.73,0.023,cover,skipped_no_dirty,1.812,0,0,1.768,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,61.558,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.665,0.058,31.032,0.553,2400,2400,0,19,0,0,all_cells,cpp,,2400,39.366,0.16,38.48,0.698,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.551,0.152,38.835,0.538,2400,0,19,0,0,992,9.289,0.15,9.131,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
108,170,26890,true,52,1,0.265,0.004,0,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.245,1.102,0.813,4.67,0,0.05,7,2400,false,done,1,1,1,full,0.4064,0.142,0.233,0.0314,0,0.142,0.142,0.233,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.463,12,false,false,false,0,0,0,0.678,0.02,0,0.002,0.007,0.73,0.023,cover,skipped_no_dirty,1.812,0,0,1.768,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,61.558,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.665,0.058,31.032,0.553,2400,2400,0,19,0,0,all_cells,cpp,,2400,39.366,0.16,38.48,0.698,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.551,0.152,38.835,0.538,2400,0,19,0,0,992,9.289,0.15,9.131,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
109,171,26937,true,52,20,19.862,0.007,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,12.791,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.232,1.008,0.781,4.428,0,0.047,6,2400,false,done,1,1,1,full,0.4064,0.142,0.233,0.0314,0,0.142,0.142,0.233,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.463,12,false,false,false,0,0,0,0.678,0.02,0,0.002,0.007,0.73,0.023,cover,skipped_no_dirty,1.812,0,0,1.768,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.71,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.665,0.058,31.032,0.553,2400,2400,0,19,0,0,all_cells,cpp,,2400,39.366,0.16,38.48,0.698,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.551,0.152,38.835,0.538,2400,0,19,0,0,2400,21.966,0.15,21.7,0.1,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
110,172,26967,true,52,0,0.327,0.005,0,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.232,1.008,0.781,4.428,0,0.047,6,2400,false,done,1,1,1,full,0.4064,0.142,0.233,0.0314,0,0.142,0.142,0.233,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.463,12,false,false,false,0,0,0,0.678,0.02,0,0.002,0.007,0.73,0.023,cover,skipped_no_dirty,1.812,0,0,1.768,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.71,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.665,0.058,31.032,0.553,2400,2400,0,19,0,0,all_cells,cpp,,2400,39.366,0.16,38.48,0.698,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.551,0.152,38.835,0.538,2400,0,19,0,0,2400,21.966,0.15,21.7,0.1,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
111,173,27085,false,48,67,66.158,1.249,0.227,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,57.78,73.077,299.437,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.792,6,,1.159,3,,57.796,1,,0.24,1.045,0.777,4.474,0,0.043,6,2400,false,done,1,1,1,full,0.3899,0.1401,0.225,0.0248,0,0.1401,0.1401,0.225,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.09,12,false,false,false,0,0,0,0.355,0.02,0,0.003,0.007,0.408,0.023,cover,skipped_no_dirty,1.812,0,0,1.768,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,57.693,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.099,0.057,30.442,0.576,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.337,0.136,26.182,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
112,174,27091,true,48,1,0.32,0.005,0.001,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.24,1.045,0.777,4.474,0,0.043,6,2400,false,done,1,1,1,full,0.3899,0.1401,0.225,0.0248,0,0.1401,0.1401,0.225,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.09,12,false,false,false,0,0,0,0.355,0.02,0,0.003,0.007,0.408,0.023,cover,skipped_no_dirty,1.812,0,0,1.768,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,57.693,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.099,0.057,30.442,0.576,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.337,0.136,26.182,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
113,175,27186,true,48,69,68.638,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,59.981,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.233,0.753,0.762,4.509,0,0.045,7,2400,false,done,1,1,1,full,0.3899,0.1401,0.225,0.0248,0,0.1401,0.1401,0.225,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.09,12,false,false,false,0,0,0,0.355,0.02,0,0.003,0.007,0.408,0.023,cover,skipped_no_dirty,1.73,0,0,1.692,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,59.895,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.099,0.057,30.442,0.576,2400,2400,0,19,0,0,all_cells,cpp,,2400,37.817,0.136,37.151,0.502,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.095,0.159,38.402,0.503,2400,0,19,0,0,992,9.214,0.145,9.06,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
114,176,27190,true,48,1,0.28,0.005,0.001,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.233,0.753,0.762,4.509,0,0.045,7,2400,false,done,1,1,1,full,0.3899,0.1401,0.225,0.0248,0,0.1401,0.1401,0.225,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.09,12,false,false,false,0,0,0,0.355,0.02,0,0.003,0.007,0.408,0.023,cover,skipped_no_dirty,1.73,0,0,1.692,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,59.895,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.099,0.057,30.442,0.576,2400,2400,0,19,0,0,all_cells,cpp,,2400,37.817,0.136,37.151,0.502,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.095,0.159,38.402,0.503,2400,0,19,0,0,992,9.214,0.145,9.06,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
