row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_dirty_reason,bd_dynamic_visual_atlas_dirty_noop,bd_dynamic_visual_atlas_dirty_mask_available,bd_dynamic_visual_atlas_dirty_source,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_cpp_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
116,722,89583,true,60,0,0.422,0.007,0.001,,,,,0,49.237,56.259,0,,,,,,,,,,,,,,,,,,,0.182,0.828,0.825,3.396,0,0.057,6,2400,false,done,1,1,1,full,0.3382,0.1102,0.201,0.027,0,0.1102,0.1102,0.201,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.046,12,false,false,false,0,0,0,0.321,0.016,0,0.002,0.008,0.366,0.019,cover,skipped_no_dirty,1.233,0,0,1.185,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,36.469,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.263,0.029,17.817,0.342,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.2,0.85,16.296,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
117,723,89662,true,60,48,48.503,0.021,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,38.334,49.237,56.259,0,,,,,,,,,,,,,,,,,,,0.175,0.74,0.689,3.442,0,0.067,5,2400,false,done,1,1,1,full,0.3382,0.1102,0.201,0.027,0,0.1102,0.1102,0.201,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.046,12,false,false,false,0,0,0,0.321,0.016,0,0.002,0.008,0.366,0.019,cover,skipped_no_dirty,1.538,0,0,1.481,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,38.181,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.263,0.029,17.817,0.342,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,25.08,0.85,23.669,0.461,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,30.1,3.362,26.033,0.563,2400,0,5,0,0,0,0.031,0.021,0,0.008,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
118,724,89683,true,60,0,0.425,0.008,0,,,,,0,49.237,56.259,0,,,,,,,,,,,,,,,,,,,0.175,0.74,0.689,3.442,0,0.067,5,2400,false,done,1,1,1,full,0.3382,0.1102,0.201,0.027,0,0.1102,0.1102,0.201,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.046,12,false,false,false,0,0,0,0.321,0.016,0,0.002,0.008,0.366,0.019,cover,skipped_no_dirty,1.538,0,0,1.481,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,38.181,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.263,0.029,17.817,0.342,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,25.08,0.85,23.669,0.461,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,30.1,3.362,26.033,0.563,2400,0,5,0,0,0,0.031,0.021,0,0.008,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
119,725,89775,true,60,54,54.19,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,40.093,49.266,56.259,0,,,,,,,,,,,,,,,,,,,0.179,0.823,0.715,10.603,0,0.09,12,2400,false,done,1,1,1,full,0.3382,0.1102,0.201,0.027,0,0.1102,0.1102,0.201,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.046,12,false,false,false,0,0,0,0.321,0.016,0,0.002,0.008,0.366,0.019,cover,skipped_no_dirty,1.538,0,0,1.481,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,40.016,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20,0.032,19.534,0.328,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,18.945,0.801,18.065,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
120,726,89783,true,60,0,0.39,0.007,0,,,,,0,49.266,56.259,0,,,,,,,,,,,,,,,,,,,0.179,0.823,0.715,10.603,0,0.09,12,2400,false,done,1,1,1,full,0.3382,0.1102,0.201,0.027,0,0.1102,0.1102,0.201,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.046,12,false,false,false,0,0,0,0.321,0.016,0,0.002,0.008,0.366,0.019,cover,skipped_no_dirty,1.538,0,0,1.481,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,40.016,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20,0.032,19.534,0.328,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,18.945,0.801,18.065,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
121,727,89857,true,60,43,43.348,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,37.206,49.266,56.259,0,,,,,,,,,,,,,,,,,,,0.14,0.841,0.728,3.313,0,0.046,5,2400,false,done,1,1,1,full,0.3382,0.1102,0.201,0.027,0,0.1102,0.1102,0.201,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.046,12,false,false,false,0,0,0,0.321,0.016,0,0.002,0.008,0.366,0.019,cover,skipped_no_dirty,1.538,0,0,1.481,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,37.115,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20,0.032,19.534,0.328,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,26.971,0.801,25.65,0.38,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,28.929,3.643,24.861,0.321,2400,0,5,0,0,0,0.024,0.017,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
122,728,89871,true,60,1,0.538,0.008,0,season_refresh,rain_shadow,cursor_0,micro,0.125,49.266,56.259,0,,,,,,,,,,,,,,,,,,,0.14,0.841,0.728,3.313,0,0.046,5,2400,false,done,1,1,1,full,0.3382,0.1102,0.201,0.027,0,0.1102,0.1102,0.201,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.046,12,false,false,false,0,0,0,0.321,0.016,0,0.002,0.008,0.366,0.019,cover,skipped_no_dirty,1.538,0,0,1.481,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,37.115,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20,0.032,19.534,0.328,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,26.971,0.801,25.65,0.38,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,28.929,3.643,24.861,0.321,2400,0,5,0,0,0,0.024,0.017,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
123,729,89972,false,60,57,56.059,1.041,0.184,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,37.569,49.594,56.259,0,5.397,1,,0,0,policy_gated,5.193,1,,5.709,6,,1.687,3,,37.582,1,,0.21,0.815,0.75,3.641,0,0.068,5,2400,false,done,1,1,1,full,0.5344,0.1128,0.393,0.0286,0,0.1128,0.1128,0.393,0.003,0.002,0,0.001,0,0,0,0.0048,0.0253,0,0,0.0194,1.607,12,true,true,true,0,0,0,0.539,0.25,0,0.004,0.009,0.829,0.027,cover,skipped_no_dirty,1.538,0,0,1.481,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.493,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.183,0.03,18.725,0.345,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.235,0.794,16.375,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
124,730,89986,true,60,2,1.86,0.015,0.001,season_refresh,stage_3_river,cursor_0,micro,1.361,49.594,56.259,0,,,,,,,,,,,,,,,,,,,0.21,0.815,0.75,3.641,0,0.068,5,2400,false,done,1,1,1,full,0.5344,0.1128,0.393,0.0286,0,0.1128,0.1128,0.393,0.003,0.002,0,0.001,0,0,0,0.0048,0.0253,0,0,0.0194,1.607,12,true,true,true,0,0,0,0.539,0.25,0,0.004,0.009,0.829,0.027,cover,skipped_no_dirty,1.538,0,0,1.481,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.493,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.183,0.03,18.725,0.345,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.235,0.794,16.375,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
125,731,90068,true,60,54,54.619,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,34.736,49.788,56.259,0,,,,,,,,,,,,,,,,,,,0.199,0.68,0.701,3.361,0,0.07,5,2400,false,done,1,1,1,full,0.5344,0.1128,0.393,0.0286,0,0.1128,0.1128,0.393,0.003,0.002,0,0.001,0,0,0,0.0048,0.0253,0,0,0.0194,1.607,12,true,true,true,0,0,0,0.539,0.25,0,0.004,0.009,0.829,0.027,cover,skipped_no_dirty,0.872,0,0,0.829,0,0,true,false,false,true,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,34.637,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.183,0.03,18.725,0.345,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.606,0.794,23.329,0.368,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.12,3.265,23.376,0.397,2400,0,5,0,0,0,0.022,0.015,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
126,732,90080,true,60,2,2.092,0.012,0.001,season_refresh,stage_5_shrubland,cursor_0,stage,1.614,49.788,56.259,0,,,,,,,,,,,,,,,,,,,0.199,0.68,0.701,3.361,0,0.07,5,2400,false,done,1,1,1,full,0.5344,0.1128,0.393,0.0286,0,0.1128,0.1128,0.393,0.003,0.002,0,0.001,0,0,0,0.0048,0.0253,0,0,0.0194,1.607,12,true,true,true,0,0,0,0.539,0.25,0,0.004,0.009,0.829,0.027,cover,skipped_no_dirty,0.872,0,0,0.829,0,0,true,false,false,true,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,34.637,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.183,0.03,18.725,0.345,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.606,0.794,23.329,0.368,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.12,3.265,23.376,0.397,2400,0,5,0,0,0,0.022,0.015,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
127,733,90161,true,60,47,46.959,0.014,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,37.15,49.788,56.259,0,,,,,,,,,,,,,,,,,,,0.197,0.754,0.71,3.331,0,0.052,5,2400,false,done,1,1,1,full,0.5344,0.1128,0.393,0.0286,0,0.1128,0.1128,0.393,0.003,0.002,0,0.001,0,0,0,0.0048,0.0253,0,0,0.0194,1.607,12,true,true,true,0,0,0,0.539,0.25,0,0.004,0.009,0.829,0.027,vegetation,cached_full_update,2.46,20,4472,1.173,0.005,1.233,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.074,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.591,0.03,18.043,0.433,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.468,0.795,16.608,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
128,734,90172,true,60,3,2.288,0.01,0,season_refresh,stage_7_glacier,cursor_0,stage,1.868,49.788,56.259,0,,,,,,,,,,,,,,,,,,,0.197,0.754,0.71,3.331,0,0.052,5,2400,false,done,1,1,1,full,0.5344,0.1128,0.393,0.0286,0,0.1128,0.1128,0.393,0.003,0.002,0,0.001,0,0,0,0.0048,0.0253,0,0,0.0194,1.607,12,true,true,true,0,0,0,0.539,0.25,0,0.004,0.009,0.829,0.027,vegetation,cached_full_update,2.46,20,4472,1.173,0.005,1.233,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.074,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.591,0.03,18.043,0.433,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.468,0.795,16.608,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
129,735,90258,true,60,44,44.133,0.022,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,35.981,49.788,56.259,0,,,,,,,,,,,,,,,,,,,0.184,0.736,0.604,3.703,0,0.093,5,2400,false,done,1,1,1,full,0.5344,0.1128,0.393,0.0286,0,0.1128,0.1128,0.393,0.003,0.002,0,0.001,0,0,0,0.0048,0.0253,0,0,0.0194,1.607,12,true,true,true,0,0,0,0.539,0.25,0,0.004,0.009,0.829,0.027,vegetation,cached_full_update,2.46,20,4472,1.173,0.005,1.233,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,35.88,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.591,0.03,18.043,0.433,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,25.609,0.795,24.082,0.632,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.536,3.237,23.857,0.366,2400,0,5,0,0,0,0.023,0.015,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
130,736,90269,true,60,3,3.659,0.009,0,season_refresh,stage_9_sync,cursor_0,stage,3.244,49.788,56.259,0,,,,,,,,,,,,,,,,,,,0.184,0.736,0.604,3.703,0,0.093,5,2400,false,done,1,1,1,full,0.5344,0.1128,0.393,0.0286,0,0.1128,0.1128,0.393,0.003,0.002,0,0.001,0,0,0,0.0048,0.0253,0,0,0.0194,1.607,12,true,true,true,0,0,0,0.539,0.25,0,0.004,0.009,0.829,0.027,vegetation,cached_full_update,2.46,20,4472,1.173,0.005,1.233,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,35.88,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.591,0.03,18.043,0.433,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,25.609,0.795,24.082,0.632,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.536,3.237,23.857,0.366,2400,0,5,0,0,0,0.023,0.015,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
131,737,90376,false,60,63,61.245,0.97,0.167,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,36.412,49.788,56.259,0,0.035,1,,17.194,1,,0,0,policy_gated,5.478,6,,1.654,3,,36.426,1,,0.185,0.803,0.719,3.489,0,0.071,5,2400,false,done,1,1,1,full,0.4165,0.119,0.264,0.0335,0,0.119,0.119,0.264,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.579,12,false,false,false,0,0,0,0.742,0.021,0,0.004,0.009,0.797,0.021,biome,cached_full_update,17.155,1553,356801,15.887,0.006,1.23,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,36.346,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.417,0.031,17.978,0.344,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,16.913,0.743,16.104,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
132,738,90387,true,60,1,0.627,0.011,0,season_refresh,stage_11_feedback,cursor_0,stage,0.125,49.788,56.259,0,,,,,,,,,,,,,,,,,,,0.185,0.803,0.719,3.489,0,0.071,5,2400,false,done,1,1,1,full,0.4165,0.119,0.264,0.0335,0,0.119,0.119,0.264,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.579,12,false,false,false,0,0,0,0.742,0.021,0,0.004,0.009,0.797,0.021,biome,cached_full_update,17.155,1553,356801,15.887,0.006,1.23,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,36.346,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.417,0.031,17.978,0.344,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,16.913,0.743,16.104,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
133,739,90473,true,60,42,42.54,0.014,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,35.442,49.788,56.259,0,,,,,,,,,,,,,,,,,,,0.187,0.734,0.619,3.582,0,0.068,5,2400,false,done,1,1,1,full,0.4165,0.119,0.264,0.0335,0,0.119,0.119,0.264,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.579,12,false,false,false,0,0,0,0.742,0.021,0,0.004,0.009,0.797,0.021,cover,skipped_no_dirty,1.211,0,0,1.165,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,35.353,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.417,0.031,17.978,0.344,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.317,0.743,23.148,0.336,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.815,3.278,24.104,0.338,2400,0,5,0,0,0,0.02,0.013,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
134,740,90482,true,60,1,0.378,0.005,0.001,,,,,0,49.788,56.259,0,,,,,,,,,,,,,,,,,,,0.187,0.734,0.619,3.582,0,0.068,5,2400,false,done,1,1,1,full,0.4165,0.119,0.264,0.0335,0,0.119,0.119,0.264,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.579,12,false,false,false,0,0,0,0.742,0.021,0,0.004,0.009,0.797,0.021,cover,skipped_no_dirty,1.211,0,0,1.165,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,35.353,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.417,0.031,17.978,0.344,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.317,0.743,23.148,0.336,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.815,3.278,24.104,0.338,2400,0,5,0,0,0,0.02,0.013,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
135,741,90574,true,60,44,43.662,0.023,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,37.042,49.788,56.259,0,,,,,,,,,,,,,,,,,,,0.209,0.984,0.815,3.728,0,0.1,6,2400,false,done,1,1,1,full,0.4165,0.119,0.264,0.0335,0,0.119,0.119,0.264,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.579,12,false,false,false,0,0,0,0.742,0.021,0,0.004,0.009,0.797,0.021,cover,skipped_no_dirty,1.211,0,0,1.165,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,36.965,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.547,0.03,18.045,0.419,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.376,0.808,16.494,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
